one-digit ZIP,Year,HPI with 2000 base,Percent change since 2000,HPI year by year percent change since 2000,Percent change since 2010,employment_by_thosands,employment year by year percent change,employment percent change since 2000,employment percent change since 2010
plains,2011,122.08302325581394,22.08302325581394,-1.7288711466372342,-1.7288711466372295,2662.6354166666665,0.90525888619839,-3.674139706092958,0.9052588861983872
plains,2012,121.72581395348836,21.72581395348837,-0.2925953935274616,-2.0164079428296056,2693.80625,1.1706759828334246,-2.546475994374503,2.0865325173950104
plains,2013,123.14093023255816,23.140930232558148,1.162544108853103,-0.8773054657263055,2719.9625,0.9709774041841256,-1.600224296698717,3.0777696808540056
plains,2014,126.04651162790698,26.04651162790698,2.3595577764935483,1.4615517814271042,2753.8541666666665,1.246034335644941,-0.3741293052379785,4.362154083494453
plains,2015,129.45081395348836,29.450813953488364,2.7008302583025667,4.2018560724832215,2796.0166666666664,1.531036047963075,1.151178688195913,5.959976282943526
plains,2016,133.3946511627907,33.394651162790694,3.046591279618638,7.376460732788264,2821.525,0.9123097740237672,2.073990777908575,6.92665950312609
plains,2017,137.48046511627908,37.48046511627908,3.062951863416319,10.665350037673685,2839.6708333333336,0.6431214798144014,2.7304505379050834,7.614327818038709
plains,2018,141.8168604651163,41.81686046511629,3.1541901936173566,14.155945656294316,2858.795833333333,0.6734935533901254,3.4223334996465016,8.339103378417311
plains,2019,146.63720930232557,46.63720930232557,3.3989955929076388,18.036101218193803,2872.6937500000004,0.4861458277159336,3.925116858881502,8.865789409276351
plains,2020,150.83941860465117,50.83941860465118,2.865718273226125,21.41868333980728,2705.26875,-5.828153453531226,-2.1317984284157605,2.520924144105581
south central,2000,100.0,0.0,-33.704332113544446,-27.28559551885364,3510.897916666667,0.0,0.0,-6.273998353762968
south central,2001,104.884,4.884,4.884,-23.73422400399445,3533.95625,0.6567645622469476,0.6567645622469448,-5.658439189339496
south central,2002,108.19877777777778,8.198777777777778,3.1604227315680022,-21.323903083009963,3497.7625000000003,-1.0241708566708918,-0.3741326856674205,-6.624657960890726
south central,2003,111.08833333333334,11.088333333333338,2.670599072283641,-19.22277996863585,3481.31875,-0.4701219708313608,-0.8424957765433998,-7.063635959155512
south central,2004,115.39566666666668,15.39566666666667,3.8773948659475135,-16.090728186284615,3522.9083333333333,1.1946502552612648,0.3420896007728274,-5.953371448911022
south central,2005,121.86677777777778,21.866777777777784,5.607759197582052,-11.385298278526877,3592.333333333333,1.970672905199078,2.3195039730458324,-4.100020021801497
south central,2006,130.24922222222222,30.249222222222212,6.878367178731581,-5.290053719786168,3679.725,2.432727104017829,4.80865827889471,-1.7670352161241984
south central,2007,136.7168888888889,36.71688888888889,4.965608666462495,-0.5871284192938874,3786.8208333333337,2.9104303537175635,7.859041282767769,1.091966808302399
south central,2008,139.27144444444446,39.271444444444455,1.8685003559667512,1.270401440068383,3851.339583333333,1.7037708632020587,9.696712201472648,2.814342283820154
south central,2009,139.01211111111112,39.012111111111125,-0.1862071111330965,1.0818287511139453,3744.704166666667,-2.768787699950692,6.659443126787962,-0.0323685791194638
south central,2010,137.52433333333337,37.52433333333335,-1.070250473779666,0.0,3745.916666666666,0.032379059761034,6.6939784516187775,0.0
south central,2011,136.4621111111111,36.46211111111111,-0.7723885631552907,-0.7723885631552951,3815.3229166666665,1.8528508820716103,8.67085877247688,1.8528508820716012
south central,2012,137.90933333333334,37.909333333333336,1.060530436205731,0.2799504572524069,3909.64375,2.4721585929543988,11.357374745658005,4.370814887321759
