one-digit ZIP,Year,HPI with 2000 base,HPI,Annual Change (%),Percent change since 2000
9,2007,201.88181818181818,999.5402272727272,0.20670454545454547,101.88181818181819
9,2008,176.09727272727272,867.2182954545456,-11.607954545454545,76.09727272727272
9,2009,154.78897727272727,760.17625,-11.87659090909091,54.788977272727266
9,2010,148.6696590909091,733.8081818181819,-4.051363636363636,48.66965909090911
9,2011,141.26113636363635,697.2268181818182,-5.140227272727272,41.26113636363635
9,2012,141.05795454545455,697.9577272727273,-0.1393181818181818,41.05795454545455
9,2013,152.42795454545455,758.5668181818182,8.271704545454545,52.42795454545456
9,2014,169.39329545454547,848.4784090909092,11.120568181818182,69.39329545454547
9,2015,179.62704545454545,902.6664772727272,6.095909090909092,79.62704545454545
9,2016,193.9165909090909,979.6439772727273,7.909772727272727,93.9165909090909
9,2017,206.81670454545454,1043.760909090909,6.795113636363637,106.81670454545453
9,2018,222.09556818181818,1122.6248863636365,7.370909090909091,122.09556818181817
9,2019,230.28,1157.2070454545456,3.87375,130.28
9,2020,236.30238636363637,1177.330340909091,2.7242045454545454,136.30238636363637
